ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
GA-247,Rockdale County,Georgia,63.4,121,2.3,61
GA-249,Schley County,Georgia,65.7,121,1.9,63.8
GA-251,Screven County,Georgia,66.5,121,2.3,64.1
GA-253,Seminole County,Georgia,68.4,121,1.7,66.7
GA-255,Spalding County,Georgia,64.2,121,2.3,61.9
GA-257,Stephens County,Georgia,61.5,120,1.3,60.2
GA-259,Stewart County,Georgia,65.6,121,1.4,64.2
GA-261,Sumter County,Georgia,66.6,121,2.2,64.4
GA-263,Talbot County,Georgia,64.3,121,1.6,62.7
GA-265,Taliaferro County,Georgia,63.8,121,1.9,61.9
GA-267,Tattnall County,Georgia,67.6,121,1.8,65.8
GA-269,Taylor County,Georgia,65,121,1.8,63.3
GA-271,Telfair County,Georgia,67.2,121,2,65.2
GA-273,Terrell County,Georgia,67,121,2,65
GA-275,Thomas County,Georgia,67.8,122,1.6,66.2
GA-277,Tift County,Georgia,66.8,121,1.6,65.2
GA-279,Toombs County,Georgia,67.3,121,1.8,65.4
GA-281,Towns County,Georgia,57,121,1.8,55.2
GA-283,Treutlen County,Georgia,66.6,121,1.7,64.8
GA-285,Troup County,Georgia,63.5,121,1.9,61.6
GA-287,Turner County,Georgia,66.8,121,2.1,64.7
GA-289,Twiggs County,Georgia,66,121,2,63.9
GA-291,Union County,Georgia,57,121,1.6,55.4
GA-293,Upson County,Georgia,64.4,121,2,62.5
GA-295,Walker County,Georgia,60.9,121,1.9,59
GA-297,Walton County,Georgia,63.1,121,2.2,60.8
GA-299,Ware County,Georgia,68.4,119,2,66.4
GA-301,Warren County,Georgia,64.2,121,1.8,62.3
GA-303,Washington County,Georgia,65.2,121,1.6,63.6
GA-305,Wayne County,Georgia,68.1,120,2,66.1
GA-307,Webster County,Georgia,65.9,121,1.8,64.1
GA-309,Wheeler County,Georgia,67.1,121,1.9,65.2
GA-311,White County,Georgia,59.1,121,1.6,57.5
GA-313,Whitfield County,Georgia,61.3,121,1.9,59.4
GA-315,Wilcox County,Georgia,67,121,2.3,64.7
GA-317,Wilkes County,Georgia,63.5,121,1.9,61.6
GA-319,Wilkinson County,Georgia,65.9,121,1.9,64
GA-321,Worth County,Georgia,67,121,1.9,65.2
ID-001,Ada County,Idaho,52.3,117,1.4,50.9
ID-003,Adams County,Idaho,44.1,113,1.2,42.9
ID-005,Bannock County,Idaho,45.8,118,1.8,44
ID-007,Bear Lake County,Idaho,41.1,116,1.8,39.2
ID-009,Benewah County,Idaho,46.4,118,1.7,44.7
ID-011,Bingham County,Idaho,44.9,117,1.5,43.4
ID-013,Blaine County,Idaho,42.7,114,1.6,41.1
ID-015,Boise County,Idaho,44.2,115,1.5,42.6
ID-017,Bonner County,Idaho,44.2,119,1.6,42.5
ID-019,Bonneville County,Idaho,42.3,113,1.5,40.9
ID-021,Boundary County,Idaho,42.1,118,2,40.2
ID-023,Butte County,Idaho,41.6,103,1.1,40.5
ID-025,Camas County,Idaho,42.4,120,2.2,40.2
ID-027,Canyon County,Idaho,52.6,114,1.4,51.2
ID-029,Caribou County,Idaho,42.2,111,1.4,40.8
ID-031,Cassia County,Idaho,46.8,115,1.6,45.1
ID-033,Clark County,Idaho,40.3,111,1.4,39
ID-035,Clearwater County,Idaho,44.3,115,1.3,43
ID-037,Custer County,Idaho,38.8,114,1.8,37.1
ID-039,Elmore County,Idaho,48.1,117,2.1,46
ID-041,Franklin County,Idaho,45.1,117,2.1,42.9
ID-043,Fremont County,Idaho,40,114,1.5,38.5
ID-045,Gem County,Idaho,49.5,109,1.1,48.4
ID-047,Gooding County,Idaho,49.9,123,2.5,47.4
ID-049,Idaho County,Idaho,42.2,113,1.4,40.8
ID-051,Jefferson County,Idaho,43.6,113,1.5,42.1
ID-053,Jerome County,Idaho,50,121,2.5,47.5
ID-055,Kootenai County,Idaho,46.2,118,1.7,44.6
ID-057,Latah County,Idaho,46.9,118,1.5,45.3
ID-059,Lemhi County,Idaho,39.9,116,1.7,38.2
ID-061,Lewis County,Idaho,45.9,106,1.1,44.8
ID-063,Lincoln County,Idaho,47.8,121,2.6,45.2
ID-065,Madison County,Idaho,43.2,116,1.8,41.4
ID-067,Minidoka County,Idaho,47.2,117,2,45.2
ID-069,Nez Perce County,Idaho,49.3,115,1.4,47.9
ID-071,Oneida County,Idaho,46.4,112,1.5,44.9
ID-073,Owyhee County,Idaho,48.2,116,1.4,46.8
ID-075,Payette County,Idaho,52.2,120,1.8,50.4
ID-077,Power County,Idaho,45.9,109,1.1,44.8
ID-079,Shoshone County,Idaho,43.2,116,1.4,41.8
ID-081,Teton County,Idaho,40.3,116,1.7,38.6
ID-083,Twin Falls County,Idaho,48,109,1.3,46.8
ID-085,Valley County,Idaho,40,116,1.8,38.2
ID-087,Washington County,Idaho,48.5,115,1.3,47.2
IL-001,Adams County,Illinois,53,89,0.6,52.4
IL-003,Alexander County,Illinois,58.2,120,1.4,56.8
IL-005,Bond County,Illinois,54.9,105,1,53.9
IL-007,Boone County,Illinois,48.6,115,1.4,47.2
IL-009,Brown County,Illinois,52.7,87,0.6,52.1
IL-011,Bureau County,Illinois,49.9,103,1,48.9
IL-013,Calhoun County,Illinois,54.8,106,1,53.8
IL-015,Carroll County,Illinois,48.9,109,1.7,47.3
IL-017,Cass County,Illinois,52.7,80,0.5,52.2
IL-019,Champaign County,Illinois,52.2,107,1.4,50.8
IL-021,Christian County,Illinois,53.3,101,0.9,52.4
IL-023,Clark County,Illinois,54,112,1.4,52.7
IL-025,Clay County,Illinois,55.3,119,1.4,53.9
IL-027,Clinton County,Illinois,55.8,114,1.2,54.6
IL-029,Coles County,Illinois,53.4,110,1.2,52.2
IL-031,Cook County,Illinois,50.7,121,1.8,48.8
IL-033,Crawford County,Illinois,54.9,115,1.3,53.6
IL-035,Cumberland County,Illinois,54,110,1.2,52.8
IL-037,DeKalb County,Illinois,48.9,106,1.1,47.8
IL-039,De Witt County,Illinois,52.3,116,1.5,50.8
IL-041,Douglas County,Illinois,53.1,112,1.5,51.6
IL-043,DuPage County,Illinois,50.2,118,1.7,48.5
IL-045,Edgar County,Illinois,52.9,106,1,51.8
IL-047,Edwards County,Illinois,56.3,117,1.4,54.9
IL-049,Effingham County,Illinois,54.2,103,1.1,53.1
IL-051,Fayette County,Illinois,54.3,100,0.9,53.5
IL-053,Ford County,Illinois,51.4,111,1.3,50
IL-055,Franklin County,Illinois,56.3,110,1.1,55.2
IL-057,Fulton County,Illinois,52.1,101,0.8,51.3
IL-059,Gallatin County,Illinois,56.8,91,0.7,56.1
IL-061,Greene County,Illinois,54.2,98,0.7,53.5
IL-063,Grundy County,Illinois,50.9,111,1.7,49.2
IL-065,Hamilton County,Illinois,56.4,115,1.2,55.2
IL-067,Hancock County,Illinois,52.2,86,0.6,51.6
IL-069,Hardin County,Illinois,57.1,97,0.8,56.3
IL-071,Henderson County,Illinois,51.3,92,0.7,50.6
IL-073,Henry County,Illinois,50.1,101,1,49.1
IL-075,Iroquois County,Illinois,51.4,112,1.4,50
IL-077,Jackson County,Illinois,56.5,109,1.1,55.4
IL-079,Jasper County,Illinois,54.7,116,1.2,53.4
IL-081,Jefferson County,Illinois,56,114,1.2,54.8
IL-083,Jersey County,Illinois,55,106,1,54
IL-085,Jo Daviess County,Illinois,48,103,1.2,46.8
IL-087,Johnson County,Illinois,57,103,1,56
IL-089,Kane County,Illinois,49.3,113,1.3,47.9
IL-091,Kankakee County,Illinois,51,111,1.5,49.5
IL-093,Kendall County,Illinois,50.2,108,1.3,48.9
IL-095,Knox County,Illinois,50.5,92,0.7,49.8
IL-097,Lake County,Illinois,49.3,120,1.8,47.6
IL-099,LaSalle County,Illinois,50.4,108,1.3,49.1
IL-101,Lawrence County,Illinois,55.5,110,1.2,54.3
IL-103,Lee County,Illinois,49.3,107,1.3,48
IL-105,Livingston County,Illinois,51.1,110,1.6,49.6
IL-107,Logan County,Illinois,52.7,109,1.2,51.5
IL-109,McDonough County,Illinois,51.6,86,0.6,51.1
IL-111,McHenry County,Illinois,48.7,120,1.6,47.1
IL-113,McLean County,Illinois,51.7,117,1.8,50
IL-115,Macon County,Illinois,52.8,106,1.2,51.6
IL-117,Macoupin County,Illinois,54,101,0.9,53.2
IL-119,Madison County,Illinois,55.4,94,0.8,54.6
IL-121,Marion County,Illinois,55.3,116,1.2,54.1
IL-123,Marshall County,Illinois,51.1,111,1.4,49.7
IL-125,Mason County,Illinois,52.8,98,0.9,51.9
IL-127,Massac County,Illinois,58.1,114,1.3,56.8
IL-129,Menard County,Illinois,52.7,91,0.7,52
IL-131,Mercer County,Illinois,50.5,94,0.8,49.7
IL-133,Monroe County,Illinois,56.8,109,1.4,55.4
IL-135,Montgomery County,Illinois,53.8,98,0.8,53
IL-137,Morgan County,Illinois,53,90,0.7,52.3
IL-139,Moultrie County,Illinois,53,104,1.1,52
IL-141,Ogle County,Illinois,49.1,114,1.6,47.5
IL-143,Peoria County,Illinois,51.9,115,1.6,50.3
IL-145,Perry County,Illinois,56.1,106,1.1,55
IL-147,Piatt County,Illinois,52.5,109,1.5,51
IL-149,Pike County,Illinois,53.6,96,0.8,52.9
IL-151,Pope County,Illinois,57.1,97,0.8,56.2
IL-153,Pulaski County,Illinois,58.2,119,1.4,56.8
IL-155,Putnam County,Illinois,50.7,102,1,49.7
IL-157,Randolph County,Illinois,56.3,104,1.1,55.2
IL-159,Richland County,Illinois,55.4,114,1.2,54.2
IL-161,Rock Island County,Illinois,50.4,106,1.1,49.3
IL-163,St. Clair County,Illinois,56.2,99,1.1,55.1
IL-165,Saline County,Illinois,56.5,91,0.7,55.8
IL-167,Sangamon County,Illinois,53,94,0.7,52.3
IL-169,Schuyler County,Illinois,52.5,96,0.6,51.8
IL-171,Scott County,Illinois,53.5,94,0.6,52.9
IL-173,Shelby County,Illinois,53.4,97,0.8,52.6
IL-175,Stark County,Illinois,50.4,103,1,49.4
IL-177,Stephenson County,Illinois,48.2,109,1.5,46.7
IL-179,Tazewell County,Illinois,52.5,118,1.8,50.7
IL-181,Union County,Illinois,57.1,113,1.3,55.8
IL-183,Vermilion County,Illinois,51.9,97,0.9,51
IL-185,Wabash County,Illinois,56.2,115,1.2,54.9
IL-187,Warren County,Illinois,50.5,82,0.5,50
IL-189,Washington County,Illinois,55.8,110,1.1,54.8
IL-191,Wayne County,Illinois,56.3,121,1.6,54.6
IL-193,White County,Illinois,56.6,106,1,55.6
IL-195,Whiteside County,Illinois,49.8,108,1.4,48.4
IL-197,Will County,Illinois,50.6,109,1.4,49.3
IL-199,Williamson County,Illinois,56.4,104,1,55.4
IL-201,Winnebago County,Illinois,48.8,112,1.5,47.3
IL-203,Woodford County,Illinois,51.7,120,2,49.7
IN-001,Adams County,Indiana,51.5,121,2,49.5
IN-003,Allen County,Indiana,51,120,1.7,49.3
IN-005,Bartholomew County,Indiana,54.4,119,1.5,52.9
IN-007,Benton County,Indiana,51,109,1.2,49.8
IN-009,Blackford County,Indiana,52.1,120,1.8,50.3
IN-011,Boone County,Indiana,51.8,120,1.7,50.1
IN-013,Brown County,Indiana,53.6,119,1.4,52.2
IN-015,Carroll County,Indiana,51.5,116,1.3,50.2
IN-017,Cass County,Indiana,51.1,117,1.3,49.8
IN-019,Clark County,Indiana,56.4,121,2.1,54.3
IN-021,Clay County,Indiana,54,121,1.8,52.2
IN-023,Clinton County,Indiana,51.5,120,1.4,50.1
IN-025,Crawford County,Indiana,55.1,94,0.7,54.4
IN-027,Daviess County,Indiana,55.3,121,1.7,53.6
IN-029,Dearborn County,Indiana,54.7,121,2,52.7
IN-031,Decatur County,Indiana,53.6,117,1.3,52.3
IN-033,DeKalb County,Indiana,50.1,120,1.6,48.4
IN-035,Delaware County,Indiana,52.9,122,2.3,50.5
IN-037,Dubois County,Indiana,55.3,111,1,54.2
IN-039,Elkhart County,Indiana,50.2,121,2.1,48.1
IN-041,Fayette County,Indiana,52.6,120,1.5,51.1
IN-043,Floyd County,Indiana,56.6,121,2.1,54.5
IN-045,Fountain County,Indiana,51.9,104,1,50.9
IN-047,Franklin County,Indiana,53.5,120,1.6,51.9
IN-049,Fulton County,Indiana,50.6,118,1.7,48.9
IN-051,Gibson County,Indiana,56.3,113,1.3,55
IN-053,Grant County,Indiana,51.9,120,1.5,50.4
IN-055,Greene County,Indiana,54.3,120,1.8,52.5
IN-057,Hamilton County,Indiana,52.2,120,1.5,50.8
IN-059,Hancock County,Indiana,52.9,120,1.6,51.3
IN-061,Harrison County,Indiana,56.3,121,1.7,54.6
IN-063,Hendricks County,Indiana,52.4,120,1.4,50.9
IN-065,Henry County,Indiana,52.2,120,1.8,50.4
IN-067,Howard County,Indiana,51.3,113,1.2,50.2
IN-069,Huntington County,Indiana,51.2,120,1.3,49.8
IN-071,Jackson County,Indiana,54.8,120,1.5,53.3
IN-073,Jasper County,Indiana,50.7,114,1.3,49.3
IN-075,Jay County,Indiana,51.8,120,1.9,50
IN-077,Jefferson County,Indiana,55.5,121,1.9,53.6
IN-079,Jennings County,Indiana,54.8,120,1.5,53.2
IN-081,Johnson County,Indiana,53.3,119,1.5,51.8
IN-083,Knox County,Indiana,55.6,118,1.5,54.1
IN-085,Kosciusko County,Indiana,50.5,121,1.8,48.7
IN-087,LaGrange County,Indiana,49.9,120,1.9,48
IN-089,Lake County,Indiana,50.5,112,1.4,49.1
IN-091,LaPorte County,Indiana,50.2,119,1.5,48.6
IN-093,Lawrence County,Indiana,54.1,119,1.3,52.9
IN-095,Madison County,Indiana,52.8,121,2,50.8
IN-097,Marion County,Indiana,52.9,120,1.4,51.5
IN-099,Marshall County,Indiana,50.3,121,2,48.3
IN-101,Martin County,Indiana,54.8,121,1.6,53.2
IN-103,Miami County,Indiana,51.2,116,1.3,49.9
IN-105,Monroe County,Indiana,53.3,118,1.3,52
IN-107,Montgomery County,Indiana,51.8,118,1.5,50.4
IN-109,Morgan County,Indiana,53.1,118,1.3,51.8
IN-111,Newton County,Indiana,50.9,110,1.4,49.5
IN-113,Noble County,Indiana,50.1,121,1.8,48.3
IN-115,Ohio County,Indiana,55.6,121,2.3,53.3
IN-117,Orange County,Indiana,54.7,117,1.1,53.5
IN-119,Owen County,Indiana,53.6,120,1.6,52
IN-121,Parke County,Indiana,52.5,100,1,51.6
IN-123,Perry County,Indiana,55.4,54,0.1,55.3
IN-125,Pike County,Indiana,55.8,119,1.5,54.4
IN-127,Porter County,Indiana,50.3,119,1.5,48.8
IN-129,Posey County,Indiana,56.8,93,0.7,56
IN-131,Pulaski County,Indiana,50.5,114,1.5,49.1
IN-133,Putnam County,Indiana,52.4,114,1.2,51.2
IN-135,Randolph County,Indiana,51.8,121,1.9,49.9
IN-137,Ripley County,Indiana,54.1,121,1.6,52.4
IN-139,Rush County,Indiana,52.9,120,1.5,51.4
IN-141,St. Joseph County,Indiana,50.1,121,1.9,48.2
IN-143,Scott County,Indiana,55.6,121,1.9,53.7
IN-145,Shelby County,Indiana,53.7,120,1.6,52.1
IN-147,Spencer County,Indiana,56.1,79,0.5,55.7
IN-149,Starke County,Indiana,50.4,119,1.7,48.7
IN-151,Steuben County,Indiana,49.4,120,1.8,47.7
IN-153,Sullivan County,Indiana,55,121,1.9,53
IN-155,Switzerland County,Indiana,55.9,121,2.4,53.6
IN-157,Tippecanoe County,Indiana,51.7,113,1.3,50.3
IN-159,Tipton County,Indiana,51.6,118,1.4,50.3
IN-161,Union County,Indiana,52.7,120,1.6,51.1
IN-163,Vanderburgh County,Indiana,56.9,105,1.1,55.9
IN-165,Vermillion County,Indiana,52.6,95,0.8,51.8
IN-167,Vigo County,Indiana,54.2,120,1.7,52.5
IN-169,Wabash County,Indiana,51.2,118,1.3,49.9
IN-171,Warren County,Indiana,51.5,103,1,50.5
IN-173,Warrick County,Indiana,56.5,112,1.2,55.3
IN-175,Washington County,Indiana,55,121,1.7,53.3
IN-177,Wayne County,Indiana,51.9,120,1.6,50.3
IN-179,Wells County,Indiana,51.4,119,1.7,49.8
IN-181,White County,Indiana,51,110,1.3,49.7
IN-183,Whitley County,Indiana,50.5,120,1.5,49
IA-001,Adair County,Iowa,48.9,80,0.5,48.4
IA-003,Adams County,Iowa,49.7,85,0.7,49
IA-005,Allamakee County,Iowa,46.1,91,0.8,45.3
IA-007,Appanoose County,Iowa,50.6,76,0.4,50.3
IA-009,Audubon County,Iowa,48.2,88,0.7,47.5
IA-011,Benton County,Iowa,47.3,57,0.1,47.2
IA-013,Black Hawk County,Iowa,47.3,94,0.8,46.5
IA-015,Boone County,Iowa,48.7,103,1,47.7
IA-017,Bremer County,Iowa,46.6,98,1,45.6
IA-019,Buchanan County,Iowa,46.4,71,0.3,46.1
IA-021,Buena Vista County,Iowa,46.8,99,0.9,45.9
IA-023,Butler County,Iowa,46.8,94,0.8,45.9
IA-025,Calhoun County,Iowa,47.7,98,0.9,46.9
IA-027,Carroll County,Iowa,48.3,107,1.3,47.1
IA-029,Cass County,Iowa,49.3,88,0.6,48.7
IA-031,Cedar County,Iowa,48.7,77,0.4,48.3
IA-033,Cerro Gordo County,Iowa,45.8,95,0.9,44.9
IA-035,Cherokee County,Iowa,46.8,93,0.8,46
IA-037,Chickasaw County,Iowa,45.5,90,0.8,44.8
IA-039,Clarke County,Iowa,50.4,97,0.8,49.5
IA-041,Clay County,Iowa,46.3,101,1.2,45.1
IA-043,Clayton County,Iowa,46.5,89,0.6,45.9
IA-045,Clinton County,Iowa,49.6,114,1.3,48.3
IA-047,Crawford County,Iowa,48.5,108,1.4,47.1
IA-049,Dallas County,Iowa,49.5,93,0.7,48.8
IA-051,Davis County,Iowa,50.8,78,0.3,50.4
IA-053,Decatur County,Iowa,51,109,1,50
IA-055,Delaware County,Iowa,46.7,88,0.8,46
IA-057,Des Moines County,Iowa,50.9,78,0.5,50.5
IA-059,Dickinson County,Iowa,45.3,93,0.9,44.4
IA-061,Dubuque County,Iowa,47.3,88,0.7,46.6
IA-063,Emmet County,Iowa,45.1,83,0.7,44.4
IA-065,Fayette County,Iowa,45.7,81,0.6,45.1
IA-067,Floyd County,Iowa,46,90,0.7,45.2
IA-069,Franklin County,Iowa,46.5,98,1.1,45.5
IA-071,Fremont County,Iowa,51.4,80,0.5,50.9
IA-073,Greene County,Iowa,48.5,101,0.9,47.6
IA-075,Grundy County,Iowa,47.3,93,0.8,46.6
IA-077,Guthrie County,Iowa,48.7,88,0.6,48.1
IA-079,Hamilton County,Iowa,47.1,80,0.5,46.6
IA-081,Hancock County,Iowa,45.7,83,0.6,45.1
IA-083,Hardin County,Iowa,47.3,99,0.9,46.4
IA-085,Harrison County,Iowa,49.7,100,1,48.7
IA-087,Henry County,Iowa,50,41,-0.3,50.2
IA-089,Howard County,Iowa,44.6,94,0.9,43.7
IA-091,Humboldt County,Iowa,46.7,79,0.4,46.3
IA-093,Ida County,Iowa,47.7,104,1,46.6
IA-095,Iowa County,Iowa,48.9,95,0.7,48.2
IA-097,Jackson County,Iowa,48.7,106,1.2,47.6
IA-099,Jasper County,Iowa,49.3,93,0.7,48.6
IA-101,Jefferson County,Iowa,49.7,38,-0.3,50
IA-103,Johnson County,Iowa,48.9,75,0.4,48.5
IA-105,Jones County,Iowa,48.4,108,1.2,47.2
IA-107,Keokuk County,Iowa,49.7,89,0.7,49
IA-109,Kossuth County,Iowa,45.8,84,0.7,45.1
IA-111,Lee County,Iowa,51.4,58,0.1,51.4
IA-113,Linn County,Iowa,47.9,88,0.7,47.2
IA-115,Louisa County,Iowa,50.4,87,0.6,49.9
IA-117,Lucas County,Iowa,50.2,80,0.4,49.8
IA-119,Lyon County,Iowa,45.9,94,0.8,45.1
IA-121,Madison County,Iowa,49.6,80,0.4,49.2
IA-123,Mahaska County,Iowa,50,91,0.7,49.3
IA-125,Marion County,Iowa,49.9,57,0,49.8
IA-127,Marshall County,Iowa,48.2,92,0.8,47.4
IA-129,Mills County,Iowa,50.9,86,0.6,50.3
IA-131,Mitchell County,Iowa,45.1,91,0.8,44.3
IA-133,Monona County,Iowa,48.9,98,1,47.9
IA-135,Monroe County,Iowa,50.4,78,0.3,50.1
IA-137,Montgomery County,Iowa,50.4,93,0.7,49.6
IA-139,Muscatine County,Iowa,49.5,67,0.2,49.3
IA-141,O'Brien County,Iowa,46.2,96,0.8,45.3
IA-143,Osceola County,Iowa,45.3,91,0.7,44.6
IA-145,Page County,Iowa,51.2,99,0.9,50.2
IA-147,Palo Alto County,Iowa,46.2,94,0.9,45.2
IA-149,Plymouth County,Iowa,47.5,99,1,46.5
IA-151,Pocahontas County,Iowa,46.7,78,0.4,46.3
IA-153,Polk County,Iowa,49.7,84,0.5,49.1
IA-155,Pottawattamie County,Iowa,50.1,92,0.8,49.3
IA-157,Poweshiek County,Iowa,48.9,102,0.9,48
IA-159,Ringgold County,Iowa,50.6,107,1.1,49.5
IA-161,Sac County,Iowa,47.8,108,1.2,46.5
IA-163,Scott County,Iowa,50.1,109,1.3,48.8
IA-165,Shelby County,Iowa,48.8,93,0.9,48
IA-167,Sioux County,Iowa,46.5,87,0.7,45.8
IA-169,Story County,Iowa,48.5,94,0.9,47.7
IA-171,Tama County,Iowa,47.8,86,0.6,47.2
IA-173,Taylor County,Iowa,50.6,102,1.1,49.5
IA-175,Union County,Iowa,49.7,90,0.7,49
IA-177,Van Buren County,Iowa,50.3,24,-0.5,50.8
IA-179,Wapello County,Iowa,50.5,81,0.5,50
IA-181,Warren County,Iowa,50.2,76,0.2,49.9
IA-183,Washington County,Iowa,49.6,80,0.5,49.1
IA-185,Wayne County,Iowa,50.4,80,0.4,50
IA-187,Webster County,Iowa,47.3,81,0.5,46.8
IA-189,Winnebago County,Iowa,44.9,73,0.4,44.5
IA-191,Winneshiek County,Iowa,45.6,106,1.4,44.2
IA-193,Woodbury County,Iowa,48.2,96,1,47.2
IA-195,Worth County,Iowa,45,84,0.6,44.4
IA-197,Wright County,Iowa,46.3,78,0.5,45.8
KS-001,Allen County,Kansas,56.3,81,0.4,56
KS-003,Anderson County,Kansas,55.7,88,0.5,55.3
KS-005,Atchison County,Kansas,53.8,93,0.9,53
KS-007,Barber County,Kansas,57.5,93,1,56.5
KS-009,Barton County,Kansas,54.5,69,0.2,54.3
KS-011,Bourbon County,Kansas,56.4,73,0.3,56.1
KS-013,Brown County,Kansas,53.1,96,0.9,52.2
KS-015,Butler County,Kansas,56.7,107,1.1,55.6
KS-017,Chase County,Kansas,55.2,89,0.7,54.6
KS-019,Chautauqua County,Kansas,57.7,79,0.3,57.4
KS-021,Cherokee County,Kansas,58.2,96,0.7,57.4
KS-023,Cheyenne County,Kansas,52.1,104,1.5,50.7
KS-025,Clark County,Kansas,57.3,96,0.8,56.5
KS-027,Clay County,Kansas,54.7,103,1.2,53.5
KS-029,Cloud County,Kansas,54.4,103,1.2,53.2
KS-031,Coffey County,Kansas,56,103,1,55
KS-033,Comanche County,Kansas,57.5,106,1.1,56.4
KS-035,Cowley County,Kansas,57.5,90,0.7,56.8
KS-037,Crawford County,Kansas,57.2,86,0.6,56.7
KS-039,Decatur County,Kansas,52.4,96,1.1,51.3
KS-041,Dickinson County,Kansas,55.7,107,1.5,54.2
KS-043,Doniphan County,Kansas,53.5,89,0.5,52.9
KS-045,Douglas County,Kansas,55.4,103,1,54.4
KS-047,Edwards County,Kansas,55.6,91,0.9,54.7
KS-049,Elk County,Kansas,56.8,78,0.4,56.4
KS-051,Ellis County,Kansas,54.2,87,0.8,53.5
KS-053,Ellsworth County,Kansas,55.4,101,1,54.4
KS-055,Finney County,Kansas,54.9,104,1.5,53.4
KS-057,Ford County,Kansas,55.9,105,1.2,54.7
KS-059,Franklin County,Kansas,55.7,104,0.9,54.8
KS-061,Geary County,Kansas,55.2,106,1.3,53.9
KS-063,Gove County,Kansas,53.7,96,1,52.7
KS-065,Graham County,Kansas,53.5,90,0.8,52.7
KS-067,Grant County,Kansas,55.3,94,0.9,54.4
KS-069,Gray County,Kansas,55.4,101,1.2,54.1
KS-071,Greeley County,Kansas,52.8,95,1,51.7
KS-073,Greenwood County,Kansas,56.2,93,0.7,55.4
KS-075,Hamilton County,Kansas,54.3,92,0.9,53.4
KS-077,Harper County,Kansas,57.8,91,0.7,57.1
KS-079,Harvey County,Kansas,56.7,108,1.4,55.4
KS-081,Haskell County,Kansas,55.3,96,1.1,54.3
KS-083,Hodgeman County,Kansas,55.7,106,1.2,54.4
KS-085,Jackson County,Kansas,53.8,97,0.9,52.9
KS-087,Jefferson County,Kansas,54.7,104,1.1,53.6
KS-089,Jewell County,Kansas,53.1,101,1.1,52
KS-091,Johnson County,Kansas,55.3,106,1.1,54.2
KS-093,Kearny County,Kansas,54.7,100,1.3,53.3
KS-095,Kingman County,Kansas,56.6,83,0.5,56.1
KS-097,Kiowa County,Kansas,56.3,103,1,55.3
KS-099,Labette County,Kansas,57.9,82,0.4,57.5
KS-101,Lane County,Kansas,54.3,106,1.4,52.9
KS-103,Leavenworth County,Kansas,55.1,106,1.3,53.8
KS-105,Lincoln County,Kansas,54.9,99,1.1,53.8
KS-107,Linn County,Kansas,56,89,0.5,55.5
KS-109,Logan County,Kansas,53.5,101,1.3,52.2
KS-111,Lyon County,Kansas,55.4,102,1.1,54.3
KS-113,McPherson County,Kansas,56.1,108,1.4,54.7
KS-115,Marion County,Kansas,55.8,105,1.2,54.6
KS-117,Marshall County,Kansas,52.8,87,0.6,52.3
KS-119,Meade County,Kansas,56.6,91,0.7,55.9
KS-121,Miami County,Kansas,55.6,104,0.9,54.7
KS-123,Mitchell County,Kansas,53.9,92,0.8,53.1
KS-125,Montgomery County,Kansas,58.1,83,0.3,57.7
KS-127,Morris County,Kansas,54.9,102,1.2,53.8
KS-129,Morton County,Kansas,55.9,95,0.9,55
KS-131,Nemaha County,Kansas,52.6,92,0.7,52
KS-133,Neosho County,Kansas,57,77,0.3,56.7
KS-135,Ness County,Kansas,54.8,92,0.9,53.9
KS-137,Norton County,Kansas,52.3,86,0.7,51.6
KS-139,Osage County,Kansas,55.8,114,1.6,54.3
KS-141,Osborne County,Kansas,53.8,92,0.7,53.1
KS-143,Ottawa County,Kansas,55.3,106,1.5,53.8
KS-145,Pawnee County,Kansas,54.9,79,0.5,54.4
KS-147,Phillips County,Kansas,52.9,88,0.7,52.2
KS-149,Pottawatomie County,Kansas,54.1,98,0.9,53.2
KS-151,Pratt County,Kansas,56.2,93,0.8,55.4
KS-153,Rawlins County,Kansas,52.2,98,1.2,51
KS-155,Reno County,Kansas,56.1,86,0.6,55.5
KS-157,Republic County,Kansas,53.2,104,1.2,52
KS-159,Rice County,Kansas,55.4,88,0.6,54.8
KS-161,Riley County,Kansas,54.7,106,1.1,53.5
KS-163,Rooks County,Kansas,53.7,86,0.6,53.1
KS-165,Rush County,Kansas,54.4,75,0.5,53.9
KS-167,Russell County,Kansas,54.9,96,1,53.9
KS-169,Saline County,Kansas,56.1,108,1.7,54.5
KS-171,Scott County,Kansas,54.1,105,1.5,52.6
KS-173,Sedgwick County,Kansas,57.4,103,1.2,56.2
KS-175,Seward County,Kansas,56.2,91,0.8,55.4
KS-177,Shawnee County,Kansas,55.3,111,1.4,53.9
KS-179,Sheridan County,Kansas,53,97,1.1,51.8
KS-181,Sherman County,Kansas,52.3,110,1.8,50.5
KS-183,Smith County,Kansas,52.9,95,0.7,52.2
KS-185,Stafford County,Kansas,55.1,74,0.3,54.8
KS-187,Stanton County,Kansas,55.2,94,0.8,54.4
KS-189,Stevens County,Kansas,55.9,94,0.9,55
KS-191,Sumner County,Kansas,58,93,0.9,57.1
KS-193,Thomas County,Kansas,52.5,100,1.3,51.2
KS-195,Trego County,Kansas,53.9,85,0.7,53.2
KS-197,Wabaunsee County,Kansas,54.9,106,1.3,53.7
KS-199,Wallace County,Kansas,53,104,1.6,51.4
